ambient_temperature,voltage_measured,current_measured,rectified_impedance,Re,capacity,current_charge,voltage_charge,Rct,Efficiency
21.236203565420873,3.8072435930506776,3.417156293350199,0.7351835085520212,0.5407297411505421,2.398944779932971,3.4056080080229227,3.927002358821648,1.0597392210151708,2.6727976011093615
38.52142919229749,3.9560176766296467,1.275738629473248,0.4440203613646235,0.11002442732445249,3.1895896720403014,2.3108832241564192,3.5773732317551707,0.7545993471533844,9.89079803046866
31.959818254342153,3.300561478550999,4.425775535096667,0.5936827038770633,0.23174735859030426,2.600533698100266,2.623590994615644,3.9467500020124153,0.17798965397079378,1.9393711406188696
27.959754525911098,3.749848919528399,3.259023075811587,0.3770362234794408,0.6302595098594381,1.0665682659577485,3.7252615220665275,3.08820993216321,1.38591421096397,1.227199000028241
14.680559213273096,3.6860951797724986,1.2074174760062941,0.5225259331568287,0.44651439025911477,1.3938567577073773,4.443377133500572,3.229912761483594,1.4724607860269334,4.255271087240503
14.67983561008608,3.9993964521459255,4.8305212586654305,0.305431953065839,0.7459767963402836,1.5018501888989413,1.7249846037789904,3.661841099575633,0.7034607812965689,1.2434464099215206
11.742508365045984,4.087304472577513,2.832644585008943,0.275869264839084,0.3715635562560157,1.6251656116635038,2.0393455818698185,4.136505989703235,0.9591251303730579,2.3449982777173712
35.98528437324806,3.0145881257728644,0.8280430334224476,0.48367233962713524,0.7023592743604423,2.609290854241614,4.688327283630857,3.0897094160661362,0.7304180767412454,9.499430474492613
28.033450352296263,3.808823902870551,3.3207480698678027,0.4235972556379853,0.38671657810867816,2.412690495441259,3.1033030658425043,3.051701059388237,0.5506315112405687,2.767302136723395
31.242177333881365,3.062202958943675,1.639395081557646,0.4846522768624858,0.784436209026489,1.4501121227654687,1.3053281771075047,3.1878608099134267,0.2082463100009307,2.7086439889238925
10.617534828874074,3.658630398092827,4.116620533447861,0.26499543596526726,0.7698757860491576,1.0161754990581988,3.4866281251057223,3.7693837546321878,0.7384948225562183,0.9031220003019409
39.097295564859834,3.345159274852414,4.180199331047858,0.32521837386274643,0.29685252916706023,1.3485830543190978,4.958429699927208,3.478791500004297,1.2457383789032321,1.0791889943041282
34.97327922401266,3.3681319194265695,4.905263101345978,0.11292347047168198,0.7144427528126025,3.950020200379531,4.205541040116801,3.9906628553012236,0.123844045523205,2.712227426828019
16.370173320348286,3.423550204142828,2.7584128896102666,0.08920727920415429,0.685708530661737,2.2993502393327114,3.8558351144813123,3.086319781777639,0.9149507564523112,2.8537935748899375
15.454749016213018,3.745550938859532,2.547305958774817,0.2400928472547622,0.2080102979956721,3.57550561504676,1.4362099441982115,3.235696904177641,1.3330809522173643,5.257412588072936
15.502135295603015,3.4008599588025232,3.8906402245091627,0.10568514449790932,0.5182178005874523,3.5160078933402987,4.442629031078033,3.3600316865578748,0.40456920202010116,3.0733888947038706
19.127267288786133,3.8792388607083366,1.0961179535386696,0.1278310314760555,0.10451173669236115,2.436862583881196,2.866049795909959,3.7520761040265427,0.35655821056468706,8.624228809572699
25.742692948967136,3.4854328626886435,2.9611198120690587,0.6596963040454529,0.6775330404375963,3.0614006670737393,4.5018050993238,3.8222072283618567,1.1811872759827204,3.6034700275839073
